Applicant_ID,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
5089569,F      ,0,0,0,202500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Sales staff                                       ,2,31,8,3,41,1
5089570,F      ,0,0,0,202500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Sales staff                                       ,2,31,8,3,24,1
5089572,F      ,0,0,0,202500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Sales staff                                       ,2,31,8,3,32,1
5089573,F      ,0,0,0,202500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Sales staff                                       ,2,31,8,3,38,1
5089574,F      ,0,0,0,202500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Sales staff                                       ,2,31,8,3,21,1
5089575,F      ,0,0,0,202500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Sales staff                                       ,2,31,8,3,36,1
5089576,F      ,0,0,0,202500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Sales staff                                       ,2,31,8,0,27,1
5089577,F      ,0,0,0,202500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Sales staff                                       ,2,31,8,3,3,0
5089578,F      ,1,0,0,112500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,2,32,2,0,6,1
5089579,F      ,1,0,0,112500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,2,32,2,0,6,1
5089580,F      ,1,0,0,112500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,2,32,2,0,5,1
5089581,F      ,1,0,0,112500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,2,32,2,0,5,1
5089585,M      ,0,0,0,90000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,25,3,0,22,1
5089586,M      ,0,0,0,90000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,25,3,0,22,1
5089589,M      ,0,0,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Drivers                                           ,2,36,5,0,2,1
5089590,M      ,0,0,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Drivers                                           ,2,36,5,0,2,1
5089591,M      ,0,0,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Drivers                                           ,2,36,5,2,24,1
5089592,M      ,1,0,0,315000,Commercial associate                              ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,39,3,2,11,1
5089594,M      ,1,0,0,315000,Commercial associate                              ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,39,3,0,5,1
5089595,M      ,1,0,0,315000,Commercial associate                              ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,39,3,0,4,1
5089596,M      ,1,0,0,315000,Commercial associate                              ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,39,3,0,5,1
5089597,F      ,1,0,2,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,33,5,1,11,1
5089598,F      ,1,0,2,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,33,5,3,20,1
5089601,F      ,1,0,2,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,33,5,0,24,1
5089602,F      ,1,0,2,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,33,5,3,33,1
5089603,F      ,1,0,2,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Sales staff                                       ,4,33,5,0,21,1
5089605,F      ,0,0,0,112500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,42,5,0,34,1
5089606,F      ,0,0,0,112500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,42,5,0,58,1
5089607,F      ,0,0,0,112500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,42,5,0,53,1
5089609,F      ,1,0,0,247500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,44,5,0,43,1
5089611,F      ,1,0,0,247500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,44,5,0,22,1
5089616,F      ,1,0,0,247500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,44,5,0,21,1
5089617,F      ,1,0,0,247500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,44,5,1,5,1
5089618,F      ,1,0,0,247500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,44,5,0,21,1
5089619,F      ,1,0,0,247500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,44,5,0,10,1
5089620,F      ,1,0,0,247500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,44,5,0,14,1
5089621,F      ,1,0,0,247500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,44,5,1,31,1
5089622,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,0,18,1
5089623,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,2,40,1
5089624,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,1,31,1
5089625,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,0,7,1
5089626,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,0,8,1
5089627,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,0,10,1
5089628,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,0,12,1
5089629,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,0,12,1
5089630,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,0,17,1
5089631,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,0,10,1
5089632,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,0,13,1
5089633,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,0,10,1
5089634,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,1,37,1
5089635,F      ,0,0,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,45,1,1,56,1
5089636,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,0,3,1
5089637,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,0,4,1
5089638,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,1,3,1
5089639,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,0,8,1
5089640,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,0,9,1
5089641,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,1,3,1
5089642,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,0,9,1
5089643,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,0,12,1
5089644,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,1,3,1
5089645,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,1,12,1
5089646,M      ,0,0,1,157500,Working                                           ,Higher education                                  ,Separated                                         ,With parents                                      ,1,1,1,0,Laborers                                          ,2,30,4,0,23,1
5089647,M      ,1,0,0,306000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Accountants                                       ,2,36,8,0,6,1
5089648,M      ,1,0,0,306000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Accountants                                       ,2,36,8,0,18,1
5089649,M      ,1,0,0,306000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,0,0,Accountants                                       ,2,36,8,0,6,1
5089650,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,61,1
5089652,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,18,1
5089653,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,18,1
5089654,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,17,1
5089655,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,9,1
5089656,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,41,1
5089657,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,54,1
5089658,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,42,1
5089659,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,56,1
5089661,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,56,1
5089662,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,18,1
5089663,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,12,1
5089664,F      ,0,0,0,99000,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,0,0,Core staff                                        ,1,45,2,0,47,1
5089667,M      ,0,0,0,157500,Working                                           ,Lower secondary                                   ,Married                                           ,House / apartment                                 ,1,1,0,0,Drivers                                           ,2,41,1,0,22,1
5089670,M      ,1,0,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,27,3,0,10,1
5089671,M      ,1,0,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,27,3,0,10,1
5089672,M      ,1,0,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,27,3,0,10,1
5089673,F      ,1,0,2,90000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,High skill tech staff                             ,4,36,11,0,27,1
5089674,F      ,1,0,2,90000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,High skill tech staff                             ,4,36,11,0,16,1
5089675,F      ,1,0,2,90000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,High skill tech staff                             ,4,36,11,0,37,1
5089676,F      ,1,0,2,90000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,High skill tech staff                             ,4,36,11,0,55,1
5089683,M      ,1,0,0,144000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Drivers                                           ,2,41,2,0,61,1
5089684,M      ,1,0,0,144000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Drivers                                           ,2,41,2,0,11,1
5089687,F      ,0,0,0,67500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,43,1,0,41,1
5089688,F      ,0,0,0,67500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,43,1,0,25,1
5089689,F      ,0,0,0,67500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,43,1,0,9,1
5089690,F      ,0,0,0,67500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,43,1,0,26,1
5089691,F      ,0,0,0,67500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,43,1,0,26,1
5089692,F      ,0,0,0,67500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,43,1,0,41,1
5089693,F      ,0,0,0,67500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,43,1,0,26,1
5089694,F      ,0,0,0,67500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,43,1,0,47,1
5089695,F      ,0,0,0,67500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Cooking staff                                     ,2,43,1,0,26,1
5089702,M      ,0,0,0,157500,Commercial associate                              ,Secondary / secondary special                     ,Civil marriage                                    ,Municipal apartment                               ,1,1,0,0,Security staff                                    ,2,41,7,1,13,1
5089703,M      ,0,0,0,157500,Commercial associate                              ,Secondary / secondary special                     ,Civil marriage                                    ,Municipal apartment                               ,1,1,0,0,Security staff                                    ,2,41,7,0,31,1
5089706,M      ,0,0,0,130500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,33,10,0,21,1
5089707,M      ,0,0,0,130500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,33,10,0,20,1
5089709,M      ,0,0,0,130500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,33,10,0,52,1
5089710,M      ,0,0,0,130500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,33,10,0,32,1
5089711,M      ,0,0,0,130500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,33,10,0,26,1
5089722,F      ,0,0,0,315000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,1,1,1,Private service staff                             ,1,49,9,0,10,1
5089724,F      ,0,0,0,234000,Working                                           ,Secondary / secondary special                     ,Widow                                             ,House / apartment                                 ,1,1,0,0,Laborers                                          ,1,61,29,0,55,1
5089726,F      ,0,0,0,234000,Working                                           ,Secondary / secondary special                     ,Widow                                             ,House / apartment                                 ,1,1,0,0,Laborers                                          ,1,61,29,1,13,1
5089732,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,0,21,1
5089733,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,0,20,1
5089734,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,1,20,1
5089736,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,0,21,1
5089737,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,0,17,1
5089739,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,0,54,1
5089741,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,1,16,1
5089742,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,0,20,1
5089743,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,0,6,1
5089744,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,0,21,1
5089746,F      ,1,0,0,135000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Cleaning staff                                    ,2,53,19,0,21,1
5089747,M      ,0,0,1,99000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,15,0,3,1
5089748,M      ,0,0,1,99000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,15,0,36,1
5089749,M      ,0,0,1,99000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,15,0,2,1
5089750,M      ,0,0,1,99000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,15,0,1,1
5089751,M      ,0,0,1,99000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,15,0,2,1
5089752,M      ,0,0,1,99000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,15,0,2,1
5089753,M      ,0,0,1,99000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,15,0,2,1
5089754,M      ,0,0,1,99000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,49,15,2,21,1
5089755,F      ,0,0,0,58500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,38,2,0,19,1
5089756,F      ,0,0,0,58500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,38,2,0,12,1
5089757,F      ,0,0,0,58500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,38,2,0,16,1
5089758,F      ,0,0,0,58500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,38,2,0,2,1
5089759,F      ,0,0,0,58500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Security staff                                    ,2,38,2,0,4,1
5089762,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,53,1
5089763,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,2,1
5089764,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,12,1
5089765,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,7,1
5089766,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,28,1
5089767,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,15,1
5089768,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,28,1
5089769,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,27,1
5089770,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,53,1
5089771,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,28,1
5089772,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,4,30,7,0,53,1
5089776,M      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,40,21,0,40,1
5089777,M      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,40,21,0,42,1
5089778,M      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,40,21,0,57,1
5089779,M      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,40,21,0,48,1
5089780,M      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,40,21,1,20,1
